Player,Team,Position,Apps,Mins,Goals,Assists,YelCard,RedCard,SpG,PS,AerialsWon,MotM,Ratting
Jens Stage,"Werder Bremen,",", M(C)",14(10),1212,2,1,1,-,0.5,69.3,1.1,1,6.42
Martín Satriano,"Empoli,",", FW",20(5),1628,2,1,3,-,1.4,69.2,1.6,-,6.42
Lucas Digne,"Aston Villa,",", D(CL),M(L)",16(4),1294,1,-,3,-,0.4,78.8,1,-,6.42
Stanley Nsoki,"Hoffenheim,",", D(CL)",12(2),1094,1,-,1,-,0.4,81.6,1.3,-,6.42
Wilson Odobert,"Troyes,",", AM(L)",12(13),1204,3,2,-,-,0.8,80.1,0.2,-,6.42
Michail Antonio,"West Ham,",", D(R),M(CLR),FW",12(11),1129,3,2,2,-,1.1,55.1,1.2,-,6.42
Srdjan Babic,"Almeria,",", D(C)",22(1),2025,1,-,3,-,0.3,85.8,1.8,-,6.41
Miguel Veloso,"Verona,",", M(C)",10(7),908,-,-,4,-,0.8,77.3,0.7,-,6.41
Antonín Barák,"Fiorentina,",", AM(CR)",15(7),1322,2,-,3,-,1.2,83,0.7,-,6.41
Arbër Zeneli,"Reims,",", AM(LR),FW",11(8),907,-,2,-,-,1.5,78,0.2,1,6.41
Romelu Lukaku,"Inter,",", AM(R),FW",9(6),777,3,1,1,-,1.3,69.3,1.2,-,6.41
Paul Seguin,"Union Berlin,",", D(R),DMC",4(14),622,1,3,4,-,0.7,69.4,0.6,-,6.41
Luca de la Torre,"Celta Vigo,",", M(CL)",9(8),772,-,2,2,-,0.5,84.5,0.1,-,6.41
Haris Belkebla,"Brest,",", DMC",20(8),1811,1,-,3,-,0.3,84,0.5,-,6.41
Stefan Mitrovic,"Getafe,",", D(C)",12(3),1129,-,-,3,-,0.1,81.3,1.8,-,6.41
Filippo Ranocchia,"Monza,",", Midfielder",5(9),528,1,-,1,-,1.4,81.3,0.1,-,6.41
Gauthier Gallon,"Troyes,",", GK",21,1890,-,-,3,-,-,61.2,0.4,-,6.41
Josuha Guilavogui,"Wolfsburg,",", D(C),M(C)",5(10),623,1,-,2,-,0.2,78.9,1.8,-,6.41
Toni Lato,"Valencia,",", D(L),M(L)",6(10),650,1,-,1,-,0.4,85.5,0.1,1,6.41
Mërgim Vojvoda,"Torino,",", D(CR),M(LR)",12(9),1178,-,4,3,-,0.6,78.3,0.3,-,6.41
Odsonne Édouard,"Crystal Palace,",", AM(L),FW",14(11),1278,3,2,3,-,1.1,73.9,1.1,-,6.41
Juan Cruz,"Osasuna,",", D(CL)",17(2),1532,-,-,6,-,0.1,79.7,0.7,-,6.41
Óscar Mingueza,"Celta Vigo,",", D(CR)",12(6),1145,-,-,2,-,0.3,83.8,0.4,-,6.40
Adrien Tameze,"Verona,",", M(C)",24(2),2104,-,-,2,-,0.3,77.3,0.8,-,6.40
Giacomo Raspadori,"Napoli,",", AM(CL),FW",7(8),577,1,-,1,-,1.7,78.8,0.1,-,6.40
Luca Caldirola,"Monza,",", D(CL)",19(3),1661,-,-,3,-,0.3,88.4,1.3,-,6.40
Marlon Santos,"Monza,",", D(C)",15(4),1219,-,-,5,-,0.2,92,1.5,-,6.40
Jeff Reine-Adélaïde,"Lyon,",", AM(CLR),FW",1(13),325,-,-,1,-,0.7,89.8,0.2,-,6.40
Florian Neuhaus,"Borussia M.Gladbach,",", M(C)",8(7),760,1,-,1,-,1,77.6,0.2,-,6.40
Jean-Victor Makengo,"Udinese,",", M(CL)",11(5),812,-,1,2,-,0.4,84.8,0.3,-,6.40
Maxime Gonalons,"Clermont Foot,",", D(C),M(C)",12(4),859,1,-,3,-,0.3,88.1,0.4,1,6.40
Ruben Aguilar,"Monaco,",", D(R),M(R)",10(6),870,-,-,2,-,0.2,83.3,0.6,-,6.40
Nemanja Radonjic,"Torino,",", M(CLR),FW",12(12),1148,2,2,1,-,1.5,70.8,0.3,3,6.40
Romano Schmid,"Werder Bremen,",", AM(CL)",11(8),1094,-,3,1,-,0.5,76.4,0.6,-,6.40
Gerzino Nyamsi,"Strasbourg,",", D(C)",15,1206,1,-,4,1,0.7,84.9,2.1,1,6.40
Alex Král,"Schalke,",", DMC",17(3),1547,-,-,3,-,1.1,67.7,1.6,-,6.40
Mathys Tel,"Bayern,",", Forward",1(15),306,4,-,2,-,0.9,82,0.5,-,6.40
Kieffer Moore,"Bournemouth,",", FW",12(9),1120,4,-,-,-,0.8,59.2,2.6,1,6.40
Ryan Sessegnon,"Tottenham,",", D(L),M(LR)",9(8),811,2,-,4,-,1.1,73.4,0.6,-,6.40
Luka Jovic,"Fiorentina,",", FW",13(11),1161,4,-,2,-,1.7,74.9,1,1,6.40
Thilo Kehrer,"West Ham,",", D(CLR),M(R)",19,1666,-,-,4,-,0.4,85.2,1.3,-,6.40
Javier Puado,"Espanyol,",", AM(LR),FW",16(9),1523,3,1,3,-,1.6,80.8,0.5,-,6.40
Maximilian Bauer,"Augsburg,",", D(C)",14(5),1232,-,-,6,-,0.4,71.8,2.6,-,6.40
Amadou Haidara,"RBL,",", M(CLR)",8(15),897,1,1,3,-,0.6,83.1,0.7,-,6.39
Adrien Thomasson,"Strasbourg,",", M(CLR)",10(5),938,-,2,2,-,1.1,82.8,0.5,-,6.39
Gian Marco Ferrari,"Sassuolo,",", D(C)",19(4),1714,1,-,5,-,0.3,85.6,1.4,-,6.39
Scott McKenna,"Nottingham Forest,",", D(C)",17(1),1463,-,-,4,-,0.1,80.4,1.8,-,6.39
Jesús Navas,"Sevilla,",", D(R),M(R)",15(7),1385,-,-,3,-,0.3,82.4,0.3,-,6.39
Angelo Stiller,"Hoffenheim,",", DMC",5(11),594,1,1,-,-,0.4,75.9,0.8,-,6.39
Luca Zanimacchia,"Cremonese,",", AM(C)",9(6),748,-,-,2,-,1.3,74.9,0.2,-,6.39
Pathé Ciss,"Rayo Vallecano,",", DMC",10(14),1037,1,-,4,-,0.8,84.4,1,1,6.39
Kevin Paredes,"Wolfsburg,",", M(L)",1(15),350,1,2,1,-,0.2,78.2,0.2,-,6.39
Soualiho Meïté,"Cremonese,",", M(C)",17(3),1392,-,1,5,-,0.6,84,0.8,-,6.39
Paul Bernardoni,"Angers,",", GK",20,1800,-,-,-,-,-,63.3,0.3,-,6.39
Thomas Henry,"Verona,",", FW",13(3),1038,2,-,4,-,1.1,53.2,2.9,1,6.38
Grejohn Kyei,"Clermont Foot,",", FW",16(11),1407,3,2,2,-,1.4,69.3,1,1,6.38
Alexis Saelemaekers,"AC Milan,",", M(R)",10(9),870,-,2,1,-,0.7,78.6,0.4,1,6.38
Pedro Obiang,"Sassuolo,",", DMC",9(6),710,-,1,2,-,0.3,82.5,0.9,-,6.38
Remo Freuler,"Nottingham Forest,",", DMC",20(3),1814,-,-,3,-,0.3,79.9,0.9,-,6.38
Mattia Caldara,"Spezia,",", D(C)",12(6),1160,-,-,6,-,0.6,77.1,1.8,-,6.38
Federico Di Francesco,"Lecce,",", M(LR),FW",17(9),1421,1,2,5,-,1,73,0.2,1,6.38
Pablo Fornals,"West Ham,",", M(CLR)",11(11),1040,1,1,-,-,0.8,77.9,0.3,1,6.38
Daniel Maldini,"Spezia,",", Forward",2(12),454,2,-,-,-,0.8,73.5,0.7,-,6.38
Álex Fernández,"Cadiz,",", M(CL),FW",16(7),1425,3,-,-,-,0.7,86.5,0.4,1,6.38
Alexander Schwolow,"Schalke,",", GK",17,1530,-,-,1,-,0.1,63.7,0.2,-,6.38
Mattia De Sciglio,"Juventus,",", D(CLR),M(LR)",9(6),924,-,-,-,-,0.3,82.7,0.7,-,6.38
Mohamed Bayo,"Lille,",", FW",5(14),482,4,-,-,-,1.1,59.8,0.6,-,6.38
Christophe Hérelle,"Brest,",", D(CR)",12(4),1060,-,-,2,-,0.2,86.3,0.7,-,6.38
Cristian Gamboa,"Bochum,",", D(R),M(R)",15,1279,-,-,2,-,0.5,67,0.8,-,6.38
Unai López,"Rayo Vallecano,",", M(CR)",9(15),900,1,2,1,-,0.8,84.5,0.1,1,6.38
Thierno Baldé,"Troyes,",", D(R),M(R)",19(4),1633,-,-,1,-,0.3,82.6,0.3,-,6.38
Mads Pedersen,"Augsburg,",", D(L),M(CL)",13(7),1222,-,-,4,-,0.2,73.8,0.3,-,6.37
Cyrille Bayala,"AC Ajaccio,",", AM(R)",21(6),1651,1,1,3,1,0.8,64.5,1.2,-,6.37
Pablo Rosario,"Nice,",", D(C),DMC",11(11),1212,-,1,5,-,0.3,89.2,0.5,-,6.37
Filip Uremovic,"Hertha Berlin,",", D(CR)",15(1),1301,-,-,3,1,0.4,79.8,3,-,6.37
Daniele Verde,"Spezia,",", AM(CLR),FW",8(8),690,2,-,1,-,1.4,74.1,-,-,6.37
Adrien Hunou,"Angers,",", AM(CLR),FW",23(2),1779,3,1,1,-,1.4,75.6,0.6,-,6.37
Odilon Kossounou,"Leverkusen,",", D(CR)",12(7),1070,-,1,1,-,0.1,83,1.2,-,6.37
Ilaix Moriba,"Valencia,",", M(C)",8(10),769,-,1,2,1,0.9,80.2,1,1,6.37
Kelechi Iheanacho,"Leicester,",", AM(C),FW",7(14),737,3,4,-,-,1.3,75.7,0.2,1,6.37
Yasser Larouci,"Troyes,",", D(L),M(L)",14(7),1188,1,-,1,-,0.3,77.2,0.7,-,6.37
Jaidon Anthony,"Bournemouth,",", AM(LR)",9(13),1000,3,-,2,-,0.9,77.6,0.4,-,6.37
Erik Palmer-Brown,"Troyes,",", D(C)",26(2),2294,-,-,4,-,0.3,84.1,1.5,-,6.37
Andrea Colpani,"Monza,",", Midfielder",4(15),529,2,-,1,-,0.9,84.3,0.2,-,6.37
Souleyman Doumbia,"Angers,",", D(L),M(L)",21,1720,-,-,2,1,0.3,80.2,0.7,-,6.37
Oumar Gonzalez,"AC Ajaccio,",", D(C)",21(1),1859,-,-,8,-,0.4,82,2.1,-,6.37
Rayan Raveloson,"Auxerre,",", D(C),DMC",17(7),1546,1,-,-,-,0.7,84.2,0.7,1,6.37
Helibelton Palacios,"Elche,",", D(CR)",19(1),1606,-,-,6,-,0.2,77.4,0.9,-,6.37
Abdoulaye Doucouré,"Everton,",", M(C)",10(8),931,2,2,5,-,0.6,79.9,0.6,-,6.37
Philippe Coutinho,"Aston Villa,",", M(CLR)",7(13),783,1,-,3,-,1.1,78.5,0.2,-,6.37
Mitchell van Bergen,"Reims,",", AM(LR),FW",5(18),747,-,1,1,-,1,78.7,0.2,-,6.37
Romain Hamouma,"AC Ajaccio,",", M(CLR),FW",11(4),862,2,2,1,2,1,82.1,0.5,-,6.37
Denis Huseinbasic,"FC Koln,",", AM(C)",7(9),680,3,1,2,-,0.9,79.3,0.4,-,6.37
Alberto Moreno,"Villarreal,",", D(L),M(L)",10(4),848,-,-,5,-,0.6,83.6,0.6,-,6.37
Gerrit Holtmann,"Bochum,",", D(L),M(LR)",8(10),847,1,1,-,-,1.4,69.3,0.8,-,6.36
Raúl García,"Athletic Bilbao,",", M(CLR),FW",5(20),696,2,2,2,-,1.5,66.3,0.8,-,6.36
Fredrik Jensen,"Augsburg,",", AM(CL),FW",7(10),788,2,1,1,-,0.6,57.9,1.1,-,6.36
Divock Origi,"AC Milan,",", AM(LR),FW",6(13),689,2,1,1,-,1.1,70.6,0.6,1,6.36
Orel Mangala,"Nottingham Forest,",", M(C)",11(5),763,-,-,1,-,0.4,82.1,0.4,-,6.36
Dominick Drexler,"Schalke,",", AM(CLR)",12(6),1019,3,3,2,1,0.7,67.8,0.8,1,6.36
Unai García,"Osasuna,",", D(C)",16(1),1365,-,1,6,1,0.2,79.8,1.6,-,6.36
Fábio Vieira,"Arsenal,",", AM(CR),FW",2(15),400,1,2,-,-,0.8,85.6,0.1,-,6.36
Habib Diarra,"Strasbourg,",", M(C)",9(10),896,-,-,1,-,0.6,77.7,0.3,-,6.36
Chumi,"Almeria,",", D(C)",10(5),1015,1,-,4,-,0.1,83.3,0.5,-,6.36
Robin Gosens,"Inter,",", D(L),M(CL)",5(18),646,1,-,1,-,0.6,78.2,0.6,-,6.36
Mathieu Coutadeur,"AC Ajaccio,",", M(C)",15(3),1345,-,-,-,-,0.2,84.6,0.5,-,6.35
Iddrisu Baba,"Mallorca,",", DMC",14(5),1146,-,-,4,-,0.4,83.6,1.1,-,6.35
Ilia Gruev,"Werder Bremen,",", DMC",15(8),1309,-,-,1,-,0.2,87.2,0.6,-,6.35
Lassine Sinayoko,"Auxerre,",", AM(R)",14(12),1294,-,2,-,1,1.2,77.5,0.7,-,6.35
Kristian Thorstvedt,"Sassuolo,",", M(C)",12(11),1003,2,1,4,-,0.7,77.6,1,-,6.35
Amine Salama,"Angers,",", FW",12(13),1245,3,1,1,-,1,75.9,0.3,-,6.35
Billal Brahimi,"Nice,",", Forward",3(16),536,3,2,-,-,0.8,82.3,0.1,1,6.35
Mikkel Damsgaard,"Brentford,",", AM(CL)",4(12),515,-,-,2,-,0.4,71.2,0.3,-,6.35
Darko Brasanac,"Osasuna,",", M(CR)",8(16),999,1,1,5,-,0.4,82.3,0.6,-,6.35
Moussa Diarra,"Toulouse,",", D(CL)",10(10),1043,-,1,-,-,0.1,84.5,0.8,-,6.35
Gabriel Paulista,"Valencia,",", D(CR)",11(3),878,1,-,2,1,0.8,85.7,2.1,-,6.35
Largie Ramazani,"Almeria,",", FW",12(11),1185,3,-,4,-,1.4,71.9,0.1,-,6.35
José Machín,"Monza,",", M(C)",9(7),861,-,1,4,-,0.4,83.8,0.3,-,6.35
Ibrahima Koné,"Lorient,",", FW",8(19),957,3,1,2,-,0.5,65.3,1.6,-,6.35
Patrick Bamford,"Leeds,",", AM(CLR),FW",11(8),960,2,2,1,-,1.6,73.7,1.1,-,6.35
Iago,"Augsburg,",", D(L),M(L)",15(3),1326,-,1,2,1,0.5,62.9,0.6,-,6.35
Samuele Birindelli,"Monza,",", M(R)",13(9),1089,-,1,6,-,0.6,74.4,0.2,-,6.35
Khalil Fayad,"Montpellier,",", DMC",5(14),534,-,2,1,1,0.3,84,0.1,-,6.35
Dimitrios Nikolaou,"Spezia,",", D(C)",24(1),2139,-,-,8,1,0.3,82.9,0.8,-,6.34
Moussa Dembélé,"Lyon,",", FW",8(13),832,3,-,1,-,1.3,72.6,1.3,-,6.34
Pavel Kaderábek,"Hoffenheim,",", D(R),M(LR)",12(9),1234,1,-,1,-,0.3,68.4,1,-,6.34
Tanguy Nianzou,"Sevilla,",", D(C)",15(2),1235,1,-,1,1,0.4,88.2,1.6,-,6.34
Nampalys Mendy,"Leicester,",", M(C)",6(8),608,1,-,1,-,0.1,89.3,0.2,-,6.34
Oliver Christensen,"Hertha Berlin,",", GK",25,2250,-,-,1,-,-,60.6,0.2,1,6.34
Johan Mojica,"Villarreal,",", D(L),M(L)",5(9),607,-,-,-,-,0.1,87.6,0.5,-,6.34
Nedim Bajrami,"Empoli,",", AM(C)",8(11),931,1,1,1,-,1.1,80,0.1,-,6.34
Sam Greenwood,"Leeds,",", M(C)",2(13),329,1,2,1,-,0.7,65.6,0.1,-,6.34
Rafael Borré,"Eintracht Frankfurt,",", FW",6(18),681,2,2,2,-,0.7,73.5,0.6,-,6.34
Dennis Appiah,"Nantes,",", D(CLR),M(R)",9(6),796,-,-,1,-,0.3,75.9,1.1,-,6.34
Franck Kessié,"Barcelona,",", M(C)",4(14),595,1,1,4,-,0.6,85.9,0.2,-,6.34
Cyriel Dessers,"Cremonese,",", FW",16(5),1342,5,1,3,-,2,63.9,0.5,-,6.34
Takehiro Tomiyasu,"Arsenal,",", D(CLR)",6(15),656,-,1,2,-,0.1,82.5,0.8,-,6.34
Yussuf Poulsen,"RBL,",", AM(R),FW",3(13),345,1,1,1,-,0.4,56.4,1.2,-,6.34
Riad Nouri,"AC Ajaccio,",", M(LR)",12(12),1277,1,1,3,-,0.6,73.1,0.5,-,6.33
Joan Jordán,"Sevilla,",", M(C)",17(3),1409,-,1,6,-,0.6,88.9,0.5,-,6.33
Jon Moncayola,"Osasuna,",", D(R),M(C)",18(8),1727,-,-,4,-,1.2,83.2,0.6,-,6.33
Pierrick Capelle,"Angers,",", D(L),M(CLR)",12(9),1134,-,2,8,-,0.7,86.8,0.5,-,6.33
Taiwo Awoniyi,"Nottingham Forest,",", FW",9(7),733,4,-,-,-,1.2,74.2,0.4,-,6.33
Andreas Bruus,"Troyes,",", D(R),M(R)",14(5),1273,-,2,2,-,0.3,72.9,0.1,-,6.33
Emmanuel Dennis,"Nottingham Forest,",", M(LR),FW",4(10),547,2,1,3,-,0.9,70.6,0.6,-,6.33
Cédric Hountondji,"Angers,",", D(C)",27(1),2452,-,-,5,-,0.3,86.5,1.6,-,6.33
Moise Kean,"Juventus,",", AM(LR),FW",9(14),807,5,-,4,1,1.4,73.8,0.3,1,6.33
Jeison Murillo,"Sampdoria,",", D(C)",10(4),829,-,-,3,-,0.1,82.1,1.8,-,6.33
Charles Pickel,"Cremonese,",", M(C)",23(2),1880,1,-,8,-,0.7,77.6,1.6,-,6.33
Carles Aleñá,"Getafe,",", AM(CLR)",20(4),1591,2,2,8,1,1,79.5,0.5,1,6.33
Jérémie Bela,"Clermont Foot,",", M(LR)",7(9),689,1,1,-,-,0.7,72.6,0.1,-,6.33
Cristhian Stuani,"Girona,",", AM(CLR),FW",5(16),700,6,-,6,-,1.2,76.2,0.4,-,6.33
Cristian Buonaiuto,"Cremonese,",", Midfielder",3(16),582,-,-,2,-,1.4,71.6,0.2,-,6.33
Tolgay Arslan,"Udinese,",", M(C)",11(15),925,1,-,1,-,0.8,82.6,0.2,-,6.32
Jacob Murphy,"Newcastle,",", D(R),M(LR)",7(19),756,1,1,-,-,0.6,70.9,0.1,-,6.32
Aymen Barkok,"Mainz,",", AM(CR)",2(14),391,-,1,1,-,0.6,71.9,0.7,-,6.32
Ivan Sunjic,"Hertha Berlin,",", DMC",12(6),993,-,-,4,-,0.3,75,0.4,1,6.32
Benoît Costil,"Auxerre,",", GK",19,1710,-,-,-,-,-,66.5,0.1,-,6.32
Bonke Innocent,"Lorient,",", DMC",10(9),913,-,1,4,-,0.1,88.6,0.4,-,6.32
Valery Fernández,"Girona,",", D(R),M(L)",5(13),661,-,2,1,-,0.2,88.8,0.3,-,6.32
Birger Meling,"Rennes,",", D(LR),DMC",5(15),735,-,-,2,1,-,87,0.5,-,6.32
Alejandro Garnacho,"Man Utd,",", AM(L)",4(11),449,2,2,2,-,1.1,81,0.1,-,6.32
Christian Pulisic,"Chelsea,",", M(CLR),FW",7(11),686,1,1,1,-,0.8,83.3,0.2,-,6.32
Lorenzo Colombo,"Lecce,",", FW",13(11),1190,4,2,4,-,1.5,65.8,1.2,-,6.31
Giovanni Simeone,"Napoli,",", AM(R),FW",0(17),214,3,-,1,-,0.4,66.7,0.2,-,6.31
Joaquín Correa,"Inter,",", AM(CL),FW",4(14),437,3,1,1,-,0.6,75.6,0.2,-,6.31
Enzo Ebosse,"Udinese,",", D(C)",9(11),919,-,-,3,-,0.2,84.4,0.8,-,6.31
Pedro Bigas,"Elche,",", D(CL)",17(3),1447,-,-,2,2,0.7,79.8,1.2,-,6.31
Carlos Fernández,"Real Sociedad,",", AM(C),FW",6(9),406,1,-,5,-,0.9,64.1,1.2,-,6.31
Mehmet Aydin,"Schalke,",", M(R)",3(11),477,-,-,-,-,0.4,59.9,0.6,-,6.31
Enzo Tchato Mbiayi,"Montpellier,",", D(R)",10(8),948,1,1,1,-,0.2,74.4,0.8,-,6.31
Nicolas Haas,"Empoli,",", M(C)",10(8),960,1,-,2,-,0.4,76.3,0.3,-,6.31
Nathaniel Clyne,"Crystal Palace,",", D(LR),M(R)",19(2),1639,-,-,3,-,-,80.6,0.3,-,6.31
Samuel Edozie,"Southampton,",", Forward",5(10),535,-,-,-,-,0.5,72.1,0.4,-,6.31
Tete Morente,"Elche,",", M(CLR)",11(9),1080,1,-,4,-,0.9,81,0.8,-,6.30
Grigoris Kastanos,"Salernitana,",", AM(CR)",6(11),578,1,-,3,-,0.8,75.7,0.7,-,6.30
Yayah Kallon,"Verona,",", AM(C)",7(13),773,1,1,1,-,0.9,70.2,0.4,-,6.30
Jean Onana,"Lens,",", DMC",5(9),375,-,-,2,-,0.2,86.1,0.3,-,6.30
Warren Zaïre-Emery,"PSG,",", Midfielder",4(12),519,2,-,1,-,0.4,92.2,0.2,-,6.30
Sebastian Polter,"Schalke,",", AM(R),FW",4(10),458,1,2,2,-,0.4,56.9,1.9,-,6.30
Frank Onyeka,"Brentford,",", DMC",4(10),500,-,1,-,-,0.2,74.1,0.4,-,6.30
Lameck Banda,"Lecce,",", AM(L)",13(13),1180,1,1,4,-,1,72.7,0.2,1,6.30
Adam Smith,"Bournemouth,",", D(LR),M(LR)",26,2206,-,1,8,-,0.2,75.7,0.7,-,6.30
Sergio León,"Real Valladolid,",", FW",12(10),1049,5,1,-,1,1,68.9,0.7,1,6.30
Florent Ogier,"Clermont Foot,",", D(C)",14(4),1302,-,1,3,-,0.1,79.8,1.3,-,6.30
Julian Jeanvier,"Auxerre,",", D(C)",15,1247,1,-,2,1,0.5,85.4,1.1,-,6.30
Remi Oudin,"Lecce,",", M(CLR),FW",2(18),469,-,-,1,-,0.7,67.3,0.3,-,6.30
Gauthier Hein,"Auxerre,",", AM(R)",13(12),1141,2,-,1,-,1,86.6,0.1,-,6.29
Kevin Kampl,"RBL,",", M(CLR)",11(10),898,-,1,6,-,0.2,90,0.2,-,6.29
Chris Wood,"Newcastle,",", FW",4(14),440,2,-,-,-,0.5,62.3,1.3,-,6.29
Morten Thorsby,"Union Berlin,",", M(CLR)",6(11),617,1,1,3,-,0.5,68.3,0.9,-,6.29
Portu,"Getafe,",", M(CLR),FW",11(12),1151,-,2,3,1,0.5,72.8,0.5,-,6.29
Ibrahima Sissoko,"Strasbourg,",", D(C),DMC",8(10),863,-,-,-,-,0.6,75.3,1.4,-,6.29
Jordi Osei-Tutu,"Bochum,",", D(R),M(LR)",6(12),651,-,-,3,-,0.7,70.5,0.3,-,6.29
Renato Tapia,"Celta Vigo,",", D(C),DMC",9(9),814,-,-,3,1,0.3,87.3,0.8,-,6.29
Sven Michel,"Union Berlin,",", AM(L),FW",2(14),402,3,-,2,-,0.8,59.3,1.3,-,6.29
Rafa Mir,"Sevilla,",", FW",10(6),815,3,-,1,-,2.1,75,0.8,1,6.29
Lucas Pérez,"Cadiz,",", AM(CR),FW",5(9),623,3,-,2,-,1.2,83.3,0.1,-,6.29
Amath Ndiaye,"Mallorca,",", AM(L)",3(15),577,1,-,2,-,0.7,76.7,0.2,-,6.28
Albin Ekdal,"Spezia,",", M(C)",9(11),949,-,2,2,1,0.5,78.5,0.7,-,6.28
Valerio Verre,"Sampdoria,",", AM(CL),FW",6(12),674,-,-,5,-,0.8,75.9,0.7,-,6.28
Jamie Vardy,"Leicester,",", AM(L),FW",11(16),1277,1,4,1,-,0.6,53.7,1.2,-,6.28
Marvin Schwäbe,"FC Koln,",", GK",25,2250,-,-,-,-,-,79.1,0.2,1,6.28
Sebastian Rudy,"Hoffenheim,",", D(R),M(CR)",4(11),539,-,1,2,-,0.2,78.7,0.2,-,6.28
Domagoj Bradaric,"Salernitana,",", D(L),M(L)",16(6),1537,-,2,4,-,0.2,79.8,0.2,-,6.28
Lee Buchanan,"Werder Bremen,",", D(L),M(L)",1(15),315,1,-,1,-,0.3,74.5,0.3,-,6.28
Lyanco,"Southampton,",", D(CR)",7(7),693,-,-,4,-,0.6,75,1.4,-,6.28
Thorgan Hazard,"Borussia Dortmund,",", M(CLR),FW",2(12),455,-,-,1,-,0.6,80,0.3,-,6.28
Sargis Adamyan,"FC Koln,",", AM(CLR),FW",4(18),625,1,2,3,-,1,71.7,0.5,-,6.28
Íñigo Eguaras,"Almeria,",", DMC",10(9),843,1,1,5,-,0.4,85.5,0.2,-,6.27
Federico Bonazzoli,"Salernitana,",", AM(C),FW",12(10),1077,2,1,1,-,1.4,75.4,0.3,-,6.27
Jean-Paul Boëtius,"Hertha Berlin,",", AM(CL),FW",8(10),848,-,-,2,-,0.3,74.4,0.2,-,6.27
Valère Germain,"Montpellier,",", AM(CLR),FW",5(20),626,2,-,-,1,0.8,67.9,1.2,-,6.27
Junior Sambia,"Salernitana,",", D(R),M(CR)",5(11),502,-,-,3,-,0.6,84.8,0.6,-,6.27
Simon Zoller,"Bochum,",", AM(LR),FW",17(2),1285,3,1,4,-,1.4,66.4,0.7,1,6.27
Abdallah Sima,"Angers,",", AM(R),FW",15(9),1341,3,-,-,-,1.3,76.5,1.3,-,6.27
Ismaël Diallo,"AC Ajaccio,",", D(L)",20(2),1726,-,-,6,1,0.1,76.8,0.9,-,6.27
Fede San Emeterio,"Cadiz,",", DMC",15(7),1171,-,-,7,-,0.2,79.8,0.8,-,6.27
Francisco Portillo,"Almeria,",", M(CLR)",2(15),404,2,-,1,-,0.2,79.6,0.2,-,6.27
Anthony Lozano,"Cadiz,",", AM(L),FW",12(9),1191,-,-,3,-,1.1,67.4,2.3,-,6.27
Kieran Tierney,"Arsenal,",", D(CL),M(L)",4(15),514,-,1,-,-,0.3,78.2,0.1,-,6.27
Leandro Paredes,"Juventus,",", DMC",5(12),591,-,-,3,1,0.5,91.8,0.1,-,6.26
Ezequiel Ponce,"Elche,",", AM(L),FW",8(17),1015,3,-,2,-,1,75.2,1.3,-,6.26
Clément Grenier,"Mallorca,",", M(CL)",6(9),608,-,-,7,-,0.2,79.2,0.2,-,6.26
Dennis Praet,"Leicester,",", AM(CR)",5(11),535,1,-,1,-,0.2,77.7,0.1,-,6.26
Dimitri Foulquier,"Valencia,",", D(CLR),M(R)",11(9),1109,-,1,3,-,0.1,71.4,0.6,-,6.26
Anthony Elanga,"Man Utd,",", AM(LR)",5(11),424,-,1,-,-,0.6,76,0.5,-,6.26
Gregoire Defrel,"Sassuolo,",", AM(CR),FW",8(8),685,1,-,2,-,0.6,83.7,0.1,-,6.26
Stuart Armstrong,"Southampton,",", AM(CLR)",10(13),1001,1,-,5,-,0.8,82,0.3,-,6.26
Yves Bissouma,"Tottenham,",", M(C)",8(12),809,-,-,5,-,0.3,90.5,0.3,-,6.26
Emmanuel Gyasi,"Spezia,",", M(LR),FW",24,1984,1,-,6,-,1.1,81.4,0.6,-,6.25
Marcus Coco,"Nantes,",", M(LR),FW",3(14),313,1,-,1,-,0.3,77.9,0.6,-,6.25
Kike García,"Osasuna,",", FW",5(21),749,2,-,3,-,1.2,73.6,1.2,-,6.25
Daniel Ciofani,"Cremonese,",", FW",5(19),623,5,-,-,-,1,59.2,1,-,6.25
Pablo Sarabia,"PSG,",", D(L),M(CLR),FW",3(11),364,-,-,1,-,0.4,82.8,-,-,6.25
Alfred Duncan,"Fiorentina,",", DMC",7(9),614,-,-,2,-,0.2,79,0.5,-,6.25
Benjamin Leroy,"AC Ajaccio,",", GK",25,2169,-,-,-,-,-,57.6,-,1,6.25
Hwang Hee-Chan,"Wolves,",", AM(CLR),FW",9(9),713,1,1,1,-,0.4,77,0.1,-,6.25
Islam Slimani,"Brest,",", FW",11(5),989,1,1,5,-,0.9,72.5,1.4,-,6.25
Oliver Burke,"Werder Bremen,",", AM(LR),FW",1(14),255,2,-,-,-,0.5,70.3,0.5,-,6.25
Batista Mendy,"Angers,",", D(C),DMC",25,2061,-,-,6,1,0.4,86.8,0.8,-,6.25
Enzo Millot,"Stuttgart,",", Midfielder",3(12),406,-,-,3,-,0.7,83,0.2,-,6.25
Agustín Rogel,"Hertha Berlin,",", D(C)",12(2),1103,-,1,6,-,0.4,76.9,2.1,-,6.25
Sébastien Corchia,"Nantes,",", D(R),M(R)",4(16),610,-,1,2,-,0.2,74.8,0.4,-,6.25
Demba Seck,"Torino,",", Forward",5(9),388,-,-,-,-,0.6,79.6,0.2,-,6.25
